date,name,item,amount,category
2025-01-06,David,Internet,1690.56,Housing
2025-03-22,Alice,Pharmacy,30.29,Health
2025-01-24,Judy,Train Ticket,13.17,Transport
2025-02-13,Alice,Whole Foods,101.26,Food
2025-03-04,Grace,Utility Bill,952.97,Housing
2025-02-11,Ivan,Train Ticket,113.58,Transport
2025-02-17,Ivan,Pharmacy,21.17,Health
2025-01-03,Eve,Gas Station,132.63,Transport
2025-02-25,Heidi,Movie Theater,139.74,Entertainment
2025-03-12,Judy,Utility Bill,1924.18,Housing
2025-03-03,Frank,Lyft,143.24,Transport
2025-01-27,Charlie,Train Ticket,116.79,Transport
2025-02-28,Heidi,Concert Ticket,34.76,Entertainment
2025-01-15,Frank,Parking,45.43,Transport
2025-01-04,Ivan,Starbucks,93.47,Food
2025-01-26,Judy,Newegg,1092.57,Electronics
2025-02-12,David,Gas Station,96.74,Transport
2025-02-23,Heidi,Apple Store,116.6,Electronics
2025-01-23,Alice,Parking,19.7,Transport
2025-03-05,Heidi,Train Ticket,112.9,Transport
2025-02-03,Frank,McDonalds,145.61,Food
2025-03-02,Frank,Home Depot,1668.46,Housing
2025-01-18,Grace,Gym Membership,35.01,Health
2025-02-21,Frank,Home Depot,1785.54,Housing
2025-03-22,Bob,Netflix,62.59,Entertainment
2025-03-28,Grace,Concert Ticket,113.76,Entertainment
2025-02-01,Grace,Netflix,53.65,Entertainment
2025-02-20,Frank,Pharmacy,7.15,Health
2025-01-28,Frank,Movie Theater,126.05,Entertainment
2025-02-02,Eve,Home Depot,2368.17,Housing
2025-01-02,Alice,Gym Membership,148.44,Health
2025-03-06,Ivan,Utility Bill,967.37,Housing
2025-03-09,Eve,Steam,145.96,Entertainment
2025-02-22,Ivan,Best Buy,1091.47,Electronics
2025-02-18,Eve,Gas Station,28.74,Transport
2025-01-01,David,Grocery Store,67.62,Food
2025-03-03,Ivan,Gym Membership,109.31,Health
2025-03-28,David,Uber,145.57,Transport
2025-02-11,Heidi,Lyft,38.91,Transport
2025-01-09,Grace,Home Depot,837.69,Housing
2025-03-26,Judy,Sweetgreen,96.51,Food
2025-01-30,David,Newegg,1312.53,Electronics
2025-03-01,Bob,Home Depot,740.79,Housing
2025-01-28,Heidi,Amazon - Headphones,890.86,Electronics
2025-02-06,Charlie,Doctor Visit,14.28,Health
2025-03-11,Grace,Amazon - Headphones,29.24,Electronics
2025-02-01,David,Steam,23.56,Entertainment
2025-02-18,Bob,Monthly Rent,1532.46,Housing
2025-02-02,Frank,Train Ticket,146.37,Transport
2025-02-28,Eve,Parking,147.52,Transport
2025-01-03,Grace,Gas Station,47.97,Transport
2025-02-21,Bob,Sweetgreen,137.72,Food
2025-03-28,Charlie,Monthly Rent,2060.38,Housing
2025-02-22,Grace,Concert Ticket,102.51,Entertainment
2025-02-25,Heidi,Sweetgreen,106.19,Food
2025-02-22,Charlie,Internet,1071.9,Housing
2025-01-20,Bob,Steam,101.04,Entertainment
2025-03-12,Charlie,Concert Ticket,57.78,Entertainment
2025-03-07,Ivan,Pharmacy,54.94,Health
2025-01-12,Alice,Train Ticket,40.8,Transport
2025-03-21,Judy,Monthly Rent,1272.11,Housing
2025-03-23,Bob,Doctor Visit,118.22,Health
2025-03-08,Heidi,Uber,63.17,Transport
2025-03-17,Charlie,Home Depot,1898.88,Housing
2025-03-28,David,Lyft,52.82,Transport
2025-03-10,Alice,Gas Station,149.06,Transport
2025-02-02,Heidi,Lyft,58.48,Transport
2025-03-18,David,Steam,75.38,Entertainment
2025-03-03,Bob,Doctor Visit,69.91,Health
2025-01-12,Ivan,Sweetgreen,63.61,Food
2025-03-10,Eve,Home Depot,1996.85,Housing
2025-03-05,Ivan,Sweetgreen,106.26,Food
2025-02-22,Grace,Netflix,56.14,Entertainment
2025-01-29,David,Amazon - Headphones,1142.31,Electronics
2025-02-26,Ivan,Internet,1679.46,Housing
2025-03-10,Grace,Doctor Visit,47.17,Health
2025-03-19,Charlie,Whole Foods,11.6,Food
2025-02-09,Grace,Pharmacy,135.01,Health
2025-02-01,Alice,Amazon - Headphones,162.86,Electronics
2025-03-08,Alice,Gas Station,51.83,Transport
2025-03-15,Ivan,Uber,68.32,Transport
2025-02-22,Heidi,Starbucks,37.7,Food
2025-02-27,Frank,Starbucks,22.6,Food
2025-01-31,Alice,Apple Store,1318.71,Electronics
2025-02-28,Judy,Netflix,72.41,Entertainment
2025-01-24,Bob,Doctor Visit,111.85,Health
2025-01-09,Bob,Newegg,1490.17,Electronics
2025-02-27,Judy,Uber,38.3,Transport
2025-02-12,David,Lyft,77.81,Transport
2025-03-23,Heidi,Internet,2474.42,Housing
2025-03-16,Alice,Utility Bill,822.88,Housing
2025-01-30,Heidi,Newegg,253.26,Electronics
2025-01-04,Alice,Utility Bill,580.3,Housing
2025-03-27,Charlie,Amazon - Headphones,837.54,Electronics
2025-03-07,Alice,Amazon - Headphones,350.78,Electronics
2025-01-22,Charlie,McDonalds,29.8,Food
2025-03-21,Ivan,Amazon - Headphones,998.23,Electronics
2025-01-17,Heidi,Best Buy,546.69,Electronics
2025-03-03,Frank,Monthly Rent,850.57,Housing
2025-03-12,Judy,Amazon - Headphones,1255.15,Electronics
2025-01-03,Ivan,Home Depot,2452.72,Housing
2025-01-24,Frank,Chipotle,70.23,Food
2025-02-05,Heidi,Best Buy,1246.64,Electronics
2025-03-15,Grace,Whole Foods,138.59,Food
2025-02-25,Eve,Utility Bill,2190.82,Housing
2025-02-14,David,Parking,126.12,Transport
2025-02-09,David,Pharmacy,63.52,Health
2025-03-12,Frank,Best Buy,269.85,Electronics
2025-01-04,Grace,Movie Theater,68.33,Entertainment
2025-01-29,Bob,Parking,149.42,Transport
2025-02-13,Ivan,Home Depot,804.67,Housing
2025-02-11,Heidi,Gas Station,123.24,Transport
2025-03-28,Alice,McDonalds,35.02,Food
2025-02-11,Grace,Home Depot,2167.27,Housing
2025-01-05,Frank,Sweetgreen,96.58,Food
2025-01-28,Charlie,Newegg,136.22,Electronics
2025-02-19,Ivan,Movie Theater,29.14,Entertainment
2025-02-08,Alice,Gas Station,42.93,Transport
2025-03-14,Eve,Gym Membership,15.73,Health
2025-03-16,Alice,Newegg,268.96,Electronics
2025-02-17,David,Parking,90.91,Transport
2025-02-05,Ivan,Monthly Rent,1459.78,Housing
2025-01-03,Bob,Steam,48.71,Entertainment
2025-01-10,Charlie,Netflix,45.54,Entertainment
2025-03-04,Eve,Lyft,34.32,Transport
2025-02-22,Judy,Gym Membership,54.92,Health
2025-03-26,Frank,McDonalds,47.26,Food
2025-03-26,Bob,Sweetgreen,38.09,Food
2025-02-19,Frank,Doctor Visit,121.9,Health
2025-02-04,Bob,Pharmacy,45.46,Health
2025-01-27,Grace,Whole Foods,60.25,Food
2025-01-23,Charlie,Apple Store,1149.74,Electronics
2025-03-10,Bob,Spotify,88.42,Entertainment
2025-02-05,Grace,Parking,109.63,Transport
2025-02-13,Frank,Uber,41.28,Transport
2025-02-12,Frank,Movie Theater,98.86,Entertainment
2025-01-22,Judy,Uber,63.62,Transport
2025-01-26,David,Grocery Store,48.45,Food
2025-03-27,Grace,Utility Bill,643.05,Housing
2025-01-03,Alice,Utility Bill,915.64,Housing
2025-03-12,Heidi,Gas Station,53.78,Transport
2025-03-24,Eve,Amazon - Headphones,1365.53,Electronics
2025-03-15,Judy,Uber,105.6,Transport
2025-03-18,Grace,Parking,78.95,Transport
2025-02-23,Bob,Monthly Rent,1699.44,Housing
2025-01-04,Alice,McDonalds,74.11,Food
2025-02-23,David,Starbucks,23.73,Food
2025-01-03,Charlie,Newegg,276.87,Electronics
2025-01-25,Heidi,Train Ticket,141.05,Transport
2025-03-02,Alice,Best Buy,691.15,Electronics
2025-03-07,Eve,Pharmacy,92.57,Health
2025-02-22,Heidi,Home Depot,676.42,Housing
2025-01-27,Alice,Internet,2245.43,Housing
2025-03-06,Grace,Netflix,108.63,Entertainment
2025-03-02,Bob,Gym Membership,14.8,Health
2025-03-22,Alice,Best Buy,820.41,Electronics
2025-02-11,Judy,Whole Foods,84.13,Food
2025-03-09,Grace,Apple Store,916.87,Electronics
2025-02-09,David,Concert Ticket,80.69,Entertainment
2025-02-06,Judy,Gym Membership,115.51,Health
2025-01-02,Eve,Netflix,138.8,Entertainment
2025-01-18,Eve,Internet,1449.34,Housing
2025-02-15,Alice,McDonalds,116.42,Food
2025-03-30,Ivan,Gas Station,60.19,Transport
2025-01-14,Ivan,Home Depot,2274.06,Housing
2025-01-08,Heidi,Best Buy,139.72,Electronics
2025-01-15,Charlie,Movie Theater,9.76,Entertainment
2025-02-09,David,Gym Membership,27.61,Health
2025-02-11,Alice,Spotify,136.39,Entertainment
2025-02-16,Eve,Movie Theater,50.35,Entertainment
2025-01-24,Ivan,Train Ticket,89.94,Transport
2025-02-07,Alice,Best Buy,872.6,Electronics
2025-01-07,David,Movie Theater,28.23,Entertainment
2025-01-10,Grace,Monthly Rent,1104.81,Housing
2025-03-14,Alice,Concert Ticket,44.7,Entertainment
2025-02-05,Eve,Utility Bill,682.33,Housing
2025-02-16,Frank,Home Depot,640.64,Housing
2025-02-15,Heidi,Whole Foods,49.68,Food
2025-02-26,Bob,Apple Store,1337.97,Electronics
2025-01-28,David,Doctor Visit,42.24,Health
2025-02-02,Charlie,Doctor Visit,110.45,Health
2025-01-23,Eve,Movie Theater,21.71,Entertainment
2025-03-24,Frank,Parking,82.84,Transport
2025-03-21,Bob,Gym Membership,7.51,Health
2025-02-11,Frank,Utility Bill,1199.87,Housing
2025-03-02,Charlie,Parking,83.21,Transport
2025-02-11,Frank,Netflix,143.44,Entertainment
2025-01-17,Ivan,Best Buy,136.26,Electronics
2025-03-08,Judy,Parking,5.44,Transport
2025-02-16,Judy,Home Depot,984.59,Housing
2025-03-27,David,Netflix,32.75,Entertainment
2025-01-12,Ivan,Newegg,732.9,Electronics
2025-01-08,Heidi,Apple Store,1012.2,Electronics
2025-02-25,Charlie,Best Buy,637.01,Electronics
2025-01-18,Frank,Grocery Store,110.49,Food
2025-02-24,Judy,Chipotle,101.34,Food
2025-01-11,Charlie,Gas Station,17.87,Transport
2025-03-09,Ivan,Gas Station,89.66,Transport
2025-01-28,Frank,Pharmacy,49.33,Health
2025-03-31,Heidi,Sweetgreen,129.67,Food
2025-01-15,Heidi,Netflix,55.62,Entertainment
2025-02-20,David,Monthly Rent,1332.21,Housing
2025-03-24,Eve,Gas Station,68.85,Transport
2025-02-18,Grace,Lyft,56.34,Transport
2025-03-25,Grace,Utility Bill,737.57,Housing
2025-01-11,Eve,Spotify,112.25,Entertainment
2025-01-31,Bob,Best Buy,1124.48,Electronics
2025-02-10,Eve,Chipotle,39.62,Food
2025-02-04,Charlie,Pharmacy,97.48,Health
2025-01-04,Charlie,Gym Membership,7.7,Health
2025-03-21,Alice,Sweetgreen,103.02,Food
2025-01-18,David,Monthly Rent,1215.95,Housing
2025-02-22,Eve,Train Ticket,65.56,Transport
2025-03-20,Ivan,Amazon - Headphones,165.4,Electronics
2025-03-12,Alice,Whole Foods,121.0,Food
2025-02-27,Heidi,Uber,107.13,Transport
2025-02-21,Eve,Doctor Visit,53.02,Health
2025-03-19,Ivan,Gym Membership,114.76,Health
2025-02-16,Ivan,Whole Foods,101.41,Food
2025-03-19,Frank,Concert Ticket,21.52,Entertainment
2025-02-01,David,Parking,140.55,Transport
2025-03-29,David,Doctor Visit,10.24,Health
2025-03-19,David,Newegg,109.97,Electronics
2025-03-20,Bob,Concert Ticket,8.9,Entertainment
2025-03-29,Judy,Parking,52.67,Transport
2025-01-31,Alice,Amazon - Headphones,558.6,Electronics
2025-03-13,Grace,Utility Bill,1790.51,Housing
2025-03-28,David,Starbucks,137.59,Food
2025-02-03,Bob,Pharmacy,120.48,Health
2025-01-21,Heidi,Spotify,11.24,Entertainment
2025-02-10,David,Apple Store,1316.7,Electronics
2025-01-21,Judy,Gas Station,57.95,Transport
2025-03-08,Ivan,Doctor Visit,68.8,Health
2025-01-19,Frank,Steam,20.37,Entertainment
2025-02-07,Grace,Pharmacy,22.81,Health
2025-01-13,Judy,Gym Membership,73.17,Health
2025-03-31,Alice,Gym Membership,80.05,Health
2025-03-20,Grace,Train Ticket,114.96,Transport
2025-02-25,Bob,Best Buy,740.48,Electronics
2025-02-07,Bob,Whole Foods,128.76,Food
2025-01-02,Bob,Starbucks,109.84,Food
2025-03-01,Grace,Best Buy,297.64,Electronics
2025-03-06,Charlie,Uber,76.5,Transport
2025-01-20,Eve,Internet,2347.76,Housing
2025-01-30,Grace,Home Depot,1552.27,Housing
2025-02-17,Alice,Best Buy,1381.05,Electronics
2025-03-09,Ivan,Monthly Rent,1176.19,Housing
2025-03-22,Alice,Spotify,47.5,Entertainment
2025-03-22,Ivan,Concert Ticket,27.83,Entertainment
2025-01-01,David,Parking,53.31,Transport
2025-03-28,Eve,Gym Membership,132.69,Health
2025-01-04,Alice,Chipotle,66.12,Food
2025-01-11,David,Lyft,63.59,Transport
2025-01-29,Grace,Internet,901.4,Housing
2025-03-11,Ivan,Gas Station,82.29,Transport
2025-02-26,Judy,Parking,54.23,Transport
2025-02-22,Charlie,Doctor Visit,5.26,Health
2025-01-16,Judy,Uber,64.13,Transport
2025-03-30,Grace,Doctor Visit,16.28,Health
2025-01-24,Alice,Doctor Visit,69.55,Health
2025-02-15,Judy,Best Buy,239.19,Electronics
2025-02-10,Alice,Pharmacy,148.52,Health
2025-01-28,Frank,Newegg,699.38,Electronics
2025-01-15,Ivan,Newegg,1209.3,Electronics
2025-01-07,Heidi,Movie Theater,14.2,Entertainment
2025-02-12,Alice,Parking,107.41,Transport
2025-02-06,Charlie,Pharmacy,143.79,Health
2025-01-22,David,Movie Theater,122.74,Entertainment
2025-02-11,Bob,Gas Station,142.39,Transport
2025-01-29,Judy,Lyft,93.2,Transport
2025-03-16,Eve,Home Depot,727.6,Housing
2025-03-14,Heidi,Apple Store,1442.45,Electronics
2025-01-29,David,Gym Membership,61.09,Health
2025-02-17,Bob,Netflix,37.7,Entertainment
2025-03-11,Eve,Spotify,144.18,Entertainment
2025-03-01,Bob,Gym Membership,132.36,Health
2025-02-02,Grace,Gym Membership,91.14,Health
2025-01-18,Bob,McDonalds,127.09,Food
2025-01-08,David,Pharmacy,110.6,Health
2025-01-17,Charlie,Amazon - Headphones,1194.61,Electronics
2025-01-30,Judy,Gas Station,54.0,Transport
2025-01-07,David,Newegg,645.08,Electronics
2025-02-12,Ivan,Apple Store,968.92,Electronics
2025-01-10,Heidi,Grocery Store,21.85,Food
2025-01-10,Ivan,Gas Station,23.72,Transport
2025-02-17,Bob,Newegg,1024.67,Electronics
2025-02-12,Eve,Internet,2487.31,Housing
2025-02-06,Frank,Home Depot,1043.59,Housing
2025-01-10,Frank,Netflix,43.79,Entertainment
2025-02-11,Charlie,Monthly Rent,1163.83,Housing
2025-01-28,Alice,Best Buy,418.9,Electronics
2025-03-10,Frank,Concert Ticket,111.67,Entertainment
2025-03-27,David,Parking,85.13,Transport
2025-03-28,Heidi,Movie Theater,139.06,Entertainment
2025-03-08,Eve,Chipotle,124.82,Food
2025-02-15,Ivan,Internet,1372.4,Housing
2025-01-04,Eve,Sweetgreen,84.78,Food
2025-02-13,Charlie,Monthly Rent,2401.31,Housing
2025-03-18,David,McDonalds,42.86,Food
2025-03-11,Charlie,Gym Membership,54.37,Health
2025-03-05,Eve,Sweetgreen,68.18,Food
2025-01-28,Grace,Monthly Rent,1324.5,Housing
2025-02-14,Ivan,Spotify,109.29,Entertainment
2025-01-14,Bob,Spotify,47.67,Entertainment
2025-01-01,David,Uber,17.01,Transport
2025-03-02,Heidi,Chipotle,125.31,Food
2025-02-12,Frank,Doctor Visit,68.78,Health
2025-01-23,Bob,Steam,126.37,Entertainment
2025-01-04,Bob,Gym Membership,19.4,Health
2025-02-09,Bob,Parking,91.54,Transport
2025-03-11,Bob,Netflix,130.51,Entertainment
2025-01-15,Eve,Gym Membership,119.84,Health
2025-01-19,Bob,Sweetgreen,114.05,Food
2025-01-30,Bob,Best Buy,207.82,Electronics
2025-01-03,Eve,Steam,27.49,Entertainment
2025-01-08,Ivan,Spotify,26.55,Entertainment
2025-02-16,Judy,Amazon - Headphones,148.21,Electronics
2025-02-22,Charlie,Train Ticket,125.68,Transport
2025-03-22,Heidi,Doctor Visit,66.2,Health
2025-02-25,Eve,Gym Membership,130.36,Health
2025-01-03,Bob,Monthly Rent,978.84,Housing
2025-03-25,Judy,Monthly Rent,2004.46,Housing
2025-03-25,Ivan,Spotify,51.45,Entertainment
2025-02-05,Charlie,Concert Ticket,123.08,Entertainment
2025-03-04,David,Gym Membership,137.63,Health
2025-02-02,Bob,Uber,122.95,Transport
2025-01-27,Heidi,Sweetgreen,81.94,Food
2025-02-26,David,Home Depot,1177.35,Housing
2025-02-27,Ivan,Gym Membership,6.14,Health
2025-02-25,Judy,Internet,715.11,Housing
2025-01-28,Heidi,Gas Station,63.94,Transport
2025-03-29,Alice,Doctor Visit,27.21,Health
2025-01-31,Frank,Newegg,1312.03,Electronics
2025-03-02,Alice,Best Buy,333.92,Electronics
2025-01-13,Frank,Starbucks,98.23,Food
2025-01-12,Judy,Sweetgreen,15.1,Food
2025-01-27,Ivan,Steam,68.84,Entertainment
2025-03-11,Judy,Starbucks,125.44,Food
2025-03-14,Ivan,Gym Membership,89.1,Health
2025-03-03,Charlie,Gym Membership,145.98,Health
2025-01-28,David,Best Buy,938.2,Electronics
2025-03-28,Bob,Internet,1152.81,Housing
2025-03-29,David,Amazon - Headphones,79.81,Electronics
2025-01-18,Judy,Lyft,72.96,Transport
2025-01-29,Frank,Gym Membership,35.08,Health
2025-01-17,Heidi,Netflix,95.24,Entertainment
2025-03-01,Ivan,Train Ticket,7.49,Transport
2025-01-06,Charlie,Spotify,116.07,Entertainment
2025-02-11,Judy,Best Buy,79.16,Electronics
2025-03-26,David,Gym Membership,77.21,Health
2025-02-28,David,Uber,18.62,Transport
2025-03-12,Eve,Movie Theater,37.83,Entertainment
2025-02-12,Frank,Movie Theater,16.14,Entertainment
2025-02-03,Frank,Gym Membership,77.22,Health
2025-01-13,Frank,Doctor Visit,129.81,Health
2025-03-09,Frank,Movie Theater,92.74,Entertainment
2025-03-03,Alice,Uber,142.19,Transport
2025-01-21,Judy,Netflix,115.4,Entertainment
2025-03-12,Ivan,Apple Store,407.99,Electronics
2025-02-06,Alice,Newegg,354.43,Electronics
2025-02-12,Alice,Movie Theater,54.58,Entertainment
2025-03-21,Bob,Apple Store,1045.95,Electronics
2025-03-08,Judy,Pharmacy,16.84,Health
2025-02-14,David,Home Depot,2467.3,Housing
2025-02-21,Frank,Internet,705.82,Housing
2025-03-05,Bob,Spotify,73.08,Entertainment
2025-01-15,Frank,Utility Bill,1001.3,Housing
2025-02-26,Bob,Monthly Rent,1039.46,Housing
2025-02-19,Grace,Concert Ticket,80.44,Entertainment
2025-02-16,David,Grocery Store,84.43,Food
2025-02-06,Eve,Netflix,64.33,Entertainment
2025-01-04,Grace,Newegg,1280.58,Electronics
2025-02-15,Charlie,Grocery Store,14.33,Food
2025-02-24,Heidi,Spotify,69.79,Entertainment
2025-03-13,Eve,Internet,1068.6,Housing
2025-03-01,Heidi,Amazon - Headphones,581.82,Electronics
2025-01-27,Bob,Whole Foods,68.28,Food
2025-01-25,Heidi,Apple Store,441.37,Electronics
2025-03-18,Grace,Monthly Rent,785.7,Housing
2025-02-16,Ivan,Grocery Store,147.75,Food
2025-02-04,Heidi,Internet,1676.19,Housing
2025-01-29,Ivan,Pharmacy,138.4,Health
2025-03-05,Ivan,Internet,1346.62,Housing
2025-01-05,Judy,Monthly Rent,552.74,Housing
2025-03-28,Grace,McDonalds,52.94,Food
2025-01-14,Frank,Gas Station,126.03,Transport
2025-01-22,Ivan,Parking,43.02,Transport
2025-03-15,Alice,Newegg,965.54,Electronics
2025-03-29,Charlie,Gym Membership,140.37,Health
2025-03-09,Bob,Movie Theater,31.01,Entertainment
2025-02-26,Charlie,Gym Membership,93.9,Health
2025-01-05,Grace,Utility Bill,1902.15,Housing
2025-03-13,Charlie,Netflix,102.98,Entertainment
2025-01-20,Alice,Uber,136.39,Transport
2025-02-28,Alice,Whole Foods,42.81,Food
2025-02-03,Alice,Spotify,28.56,Entertainment
2025-01-01,Ivan,Doctor Visit,27.65,Health
2025-03-04,Charlie,Apple Store,672.43,Electronics
2025-02-22,Grace,Uber,46.18,Transport
2025-02-06,Frank,Grocery Store,62.91,Food
2025-02-03,Judy,Starbucks,96.97,Food
2025-03-27,Heidi,Pharmacy,132.64,Health
2025-01-01,David,Apple Store,1146.53,Electronics
2025-03-16,Judy,Internet,1310.02,Housing
2025-03-29,Grace,Starbucks,83.84,Food
2025-01-30,Grace,Parking,53.97,Transport
2025-02-02,Ivan,Utility Bill,715.44,Housing
2025-03-27,Charlie,Doctor Visit,77.96,Health
2025-02-24,Ivan,Pharmacy,21.26,Health
2025-02-05,David,Doctor Visit,93.2,Health
2025-03-22,Ivan,Gym Membership,121.62,Health
2025-01-15,Bob,Pharmacy,66.09,Health
2025-02-22,Eve,Chipotle,16.75,Food
2025-02-13,Heidi,Gas Station,139.89,Transport
2025-01-16,Frank,Gym Membership,81.87,Health
2025-01-10,Bob,Utility Bill,1284.54,Housing
2025-01-16,Charlie,Starbucks,135.35,Food
2025-01-30,Bob,Train Ticket,141.16,Transport
2025-02-13,Bob,Gym Membership,104.19,Health
2025-02-24,Bob,Utility Bill,2436.72,Housing
2025-01-19,Alice,Gym Membership,36.47,Health
2025-01-19,Eve,Train Ticket,58.21,Transport
2025-03-02,Heidi,Netflix,28.91,Entertainment
2025-01-11,Eve,Monthly Rent,2063.77,Housing
2025-02-05,Ivan,Utility Bill,669.83,Housing
2025-02-15,David,Pharmacy,123.2,Health
2025-01-22,Judy,Doctor Visit,71.14,Health
2025-01-19,Grace,Home Depot,2346.79,Housing
2025-03-04,Alice,Grocery Store,115.28,Food
2025-01-09,Grace,Parking,137.68,Transport
2025-02-05,Ivan,Home Depot,512.66,Housing
2025-03-27,Judy,Grocery Store,105.31,Food
2025-01-06,Charlie,Pharmacy,112.83,Health
2025-02-13,Judy,Home Depot,1409.44,Housing
2025-01-12,Frank,Pharmacy,107.68,Health
2025-03-27,Ivan,Whole Foods,91.64,Food
2025-03-09,Frank,Gas Station,26.22,Transport
2025-03-14,Heidi,Gym Membership,28.75,Health
2025-02-20,Grace,Utility Bill,2148.51,Housing
2025-01-03,Bob,Netflix,106.43,Entertainment
2025-01-17,Frank,Monthly Rent,1143.17,Housing
2025-02-11,David,Chipotle,43.95,Food
2025-03-13,Eve,Newegg,210.88,Electronics
2025-03-25,David,Grocery Store,52.88,Food
2025-03-15,Ivan,Home Depot,1258.41,Housing
2025-03-02,Eve,Best Buy,263.69,Electronics
2025-01-31,Alice,Best Buy,1147.02,Electronics
2025-01-05,Alice,McDonalds,131.09,Food
2025-01-06,Heidi,Monthly Rent,519.71,Housing
2025-01-07,Heidi,Gym Membership,108.29,Health
2025-01-16,Judy,Whole Foods,7.96,Food
2025-01-13,Alice,Monthly Rent,527.81,Housing
2025-01-15,Bob,Newegg,645.95,Electronics
2025-01-27,Alice,Amazon - Headphones,874.84,Electronics
2025-02-17,Bob,Whole Foods,134.2,Food
2025-01-11,Grace,Pharmacy,29.1,Health
2025-02-02,Eve,Chipotle,18.1,Food
2025-03-29,Eve,Pharmacy,21.72,Health
2025-01-24,Frank,Train Ticket,128.78,Transport
2025-02-25,David,Uber,132.08,Transport
2025-03-14,Alice,Lyft,140.83,Transport
2025-03-17,Ivan,Train Ticket,39.93,Transport
2025-02-22,David,Whole Foods,142.45,Food
2025-03-19,Grace,Utility Bill,2367.34,Housing
2025-03-05,Bob,Parking,67.13,Transport
2025-01-20,Judy,Home Depot,1241.24,Housing
2025-01-03,Ivan,Amazon - Headphones,737.3,Electronics
2025-02-09,Eve,Gas Station,28.72,Transport
2025-02-07,Charlie,Sweetgreen,65.81,Food
2025-02-11,Eve,Whole Foods,27.82,Food
2025-02-20,Bob,McDonalds,146.96,Food
2025-03-26,David,Gas Station,77.37,Transport
2025-01-31,Heidi,Doctor Visit,67.89,Health
2025-03-18,Grace,Chipotle,5.11,Food
2025-03-09,Alice,Gym Membership,127.22,Health
2025-01-22,Bob,Spotify,65.36,Entertainment
2025-01-23,Alice,Lyft,25.18,Transport
2025-01-10,Frank,McDonalds,116.56,Food
2025-03-10,Charlie,Home Depot,943.1,Housing
2025-02-28,Charlie,McDonalds,117.29,Food
2025-02-28,Frank,Netflix,77.87,Entertainment
2025-01-13,Charlie,Pharmacy,11.85,Health
2025-03-21,David,Sweetgreen,69.46,Food
2025-03-25,Frank,Gym Membership,20.4,Health
2025-02-02,Ivan,Doctor Visit,123.72,Health
2025-02-02,Charlie,Starbucks,6.8,Food
2025-02-08,Bob,Concert Ticket,62.02,Entertainment
2025-03-12,Bob,Gas Station,119.22,Transport
2025-03-08,David,Pharmacy,147.04,Health
2025-01-07,Bob,Monthly Rent,2152.91,Housing
2025-02-15,Heidi,Amazon - Headphones,1453.08,Electronics
2025-02-12,Alice,Uber,120.37,Transport
2025-03-27,Judy,Netflix,137.25,Entertainment
2025-03-31,Alice,Movie Theater,74.08,Entertainment
2025-01-16,Frank,Utility Bill,1058.16,Housing
2025-03-26,Charlie,Spotify,37.66,Entertainment
2025-03-09,Eve,Movie Theater,25.84,Entertainment
2025-01-01,Judy,Utility Bill,712.82,Housing
2025-03-15,Alice,Utility Bill,1132.76,Housing
2025-02-22,David,Pharmacy,147.54,Health
2025-01-22,Heidi,Spotify,102.57,Entertainment
2025-01-28,Bob,Best Buy,1410.92,Electronics
2025-01-27,Bob,Concert Ticket,149.47,Entertainment
2025-01-03,Grace,Uber,141.53,Transport
2025-01-15,David,Apple Store,349.11,Electronics
2025-03-03,Bob,Netflix,120.9,Entertainment
2025-01-29,Eve,Netflix,46.56,Entertainment
2025-03-11,Frank,Chipotle,50.33,Food
2025-03-17,David,Starbucks,53.01,Food
2025-02-07,David,Spotify,88.49,Entertainment
2025-02-22,David,Train Ticket,66.62,Transport
2025-03-05,Charlie,Doctor Visit,123.67,Health
2025-03-06,Frank,Netflix,114.28,Entertainment
2025-03-02,Charlie,Uber,134.86,Transport
2025-02-16,Bob,Newegg,790.33,Electronics
2025-01-12,Bob,Apple Store,1397.25,Electronics
2025-03-17,Charlie,Train Ticket,107.26,Transport
2025-03-02,Bob,Gym Membership,72.35,Health
2025-01-02,David,Internet,1542.73,Housing
2025-03-25,Eve,Utility Bill,1963.1,Housing
2025-01-17,David,Train Ticket,37.89,Transport
2025-01-26,Bob,Utility Bill,580.47,Housing
2025-03-05,Charlie,Sweetgreen,16.34,Food
2025-03-17,Frank,Apple Store,559.77,Electronics
2025-01-23,Heidi,Spotify,75.49,Entertainment
2025-03-09,David,Pharmacy,142.32,Health
2025-03-20,Ivan,Home Depot,2366.76,Housing
2025-02-27,David,Internet,1271.1,Housing
2025-03-18,Eve,Best Buy,1082.28,Electronics
2025-01-09,Heidi,Steam,13.03,Entertainment
2025-01-02,David,Newegg,337.96,Electronics
2025-03-29,Charlie,Best Buy,1472.64,Electronics
2025-02-27,Heidi,Utility Bill,2423.84,Housing
2025-03-24,Frank,Train Ticket,69.89,Transport
2025-02-22,Judy,Steam,19.96,Entertainment
2025-03-29,Ivan,McDonalds,135.02,Food
2025-01-26,Charlie,Gym Membership,90.49,Health
2025-03-09,Bob,Best Buy,697.01,Electronics
2025-01-26,Alice,Starbucks,130.78,Food
2025-02-20,Alice,Monthly Rent,1713.38,Housing
2025-02-01,Ivan,Home Depot,961.21,Housing
2025-01-14,Heidi,Parking,134.75,Transport
2025-02-10,David,Starbucks,43.48,Food
2025-01-14,Bob,Parking,144.16,Transport
